pathImg,option,price,title,hot_line,url,point,rating_total,producer,Hệ điều hành,Màn hình,Mặt kính cảm ứng,Màn hình rộng,Độ phân giải,ram,memory,CPU,chip,Camera Sau,Camera trước,Thẻ sim,Thẻ nhớ ngoài,Dung lượng pin,Màu sắc,Bluetooth,color
"{'https://24hstore.vn/images/products/2021/05/28/original/xiaomi-redmi-note-10s-white.jpg', 'https://24hstore.vn/images/products/2021/05/28/original/xiaomi-redmi-note-10s-gray.jpg', 'https://24hstore.vn/images/products/2021/05/28/original/redmi-note-10s.jpg'}",,5.990.000đ,Xiaomi Redmi Note 10S Hàng Công ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-10s-hang-cong-ty-p5748,0,0 đánh giá,Xiaomi,"Android 11, MIUI 12",2021,160.5 x 74.5 x 8.3 mm,"AMOLED, 450 nits typ, 1100 nits peak",Corning Gorilla Glass 3,"6.43 inches, 99.8 cm2",1080 x 2400 pixels,409 ppi,6/8GB,64/128GB,microSDXC chung với khe SIM,Mediatek Helio G95 12 nm,Mali-G76 MC4,Octa-core 2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,,Loa Stereo,"Xanh Nhạt,Xám,Trắng"
"{'https://24hstore.vn/images/products/2021/10/15/original/xiaomi-mi-11-lite-5g-ne-white.jpg', 'https://24hstore.vn/images/products/2021/10/15/original/xiaomi-mi-11-lite-5g-ne-black.jpg'}",,9.490.000đ,Xiaomi 11 Lite 5G NE Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-11-lite-5g-ne-hang-cong-ty-p5986,0,0 đánh giá,Xiaomi,,,,,,,,,,,,,,,,,"Trắng,Đen"
"{'https://24hstore.vn/images/products/2021/04/13/original/redmi-10t-pro-den_1618290622_1.jpg', 'https://24hstore.vn/images/products/2021/04/13/original/redmi-10t-pro-gray_1618290622_1.jpg', 'https://24hstore.vn/images/products/2021/04/13/original/redmi-10t-pro_1618290622_1.jpg'}",,9.990.000đ,Xiaomi Mi 10T Pro Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-mi-10t-pro-hang-cong-ty-p5790,5,1 đánh giá,Xiaomi,"Android 10, MIUI 12",07/2020,,,164.9 x 77 x 9 mm,,,6.53 inches,720 x 1600 pixel,Octa-core 2.3 GHz Cortex-A53,PowerVR GE8320 680 MHz,4 nhân 2.3 GHz & 4 nhân 1.8 GHz,,"13 MP, 5 MP, 2 MP",,,"Đen,Bạc,Xanh Nhạt,Đen,Xanh Nhạt,Bạc"
"{'https://24hstore.vn/images/products/2020/12/29/original/xiaomi-poco-x3-nfc.jpg', 'https://24hstore.vn/images/products/2020/12/29/original/xiaomi-poco-x3-nfc-xanh.jpg'}",,6.690.000đ,Xiaomi Poco X3 NFC Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-poco-x3-nfc-hang-cong-ty-p5629,4.4,5 đánh giá,Xiaomi,Android 10,,,Dài 165.3 mm - Ngang 76.8 mm - Dày 9.4 mm,6.67,Full HD+ 1080 x 2400 Pixels,6 GB,128 GB,,2 nhân 2.3 Ghz & 6 nhân 1.8 Ghz/ chip Snapdragon 732G 8 nhân,,,,"Chính 64 MP & Phụ 13 MP, 2 MP, 2 MP",,v5.1,"Xanh dương,Xám"
"{'https://24hstore.vn/images/products/2021/10/23/original/xiaomi-poco-x3-pro-blue.jpg', 'https://24hstore.vn/images/products/2021/10/23/original/xiaomi-poco-x3-pro-black.jpg'}",,5.790.000đ,Xiaomi Poco X3 Pro,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-poco-x3-pro-p6001,5,4 đánh giá,Xiaomi,Android 11,2021,165.3 mm x 76.8 mm x9.4 mm,IPS LCD,Corning Gorilla Glass 6,,,6.67 inch,Full HD+ 1080 x 2400 Pixels,MicroSD,Snapdragon 860,Adreno 640,"Chính 48MP & Phụ 8MP, 2 MP, 2MP",20MP,,"FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps","Đen,Xanh dương "
"{'https://24hstore.vn/images/products/2022/02/22/original/xiaomi-redmi-note-11-pro-5g-white.jpg', 'https://24hstore.vn/images/products/2022/02/22/original/xiaomi-redmi-note-11-pro-5g-gray.jpg', 'https://24hstore.vn/images/products/2022/02/22/original/xiaomi-redmi-note-11-pro-5g-blue.jpg'}",,8.990.000đ,Xiaomi Redmi Note 11 Pro 5G,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-11-pro-5g-p6278,0,0 đánh giá,Xiaomi,Android 11,2021,Dày 8.3 mm,AMOLED,Kính cường lực Corning Gorilla Glass 5,,,6.67 inch - Tần số quét 120 Hz,Full HD+ 1080 x 2400 Pixels,MediaTek Dimensity 920 5G 8 nhân,Mali-G68 MC4,2 nhân 2.5 GHz & 6 nhân 2 GHz,,"Chính 108 MP & Phụ 8 MP, 2 MP",,,"Xanh Nhạt,Trắng,Xám"
"{'https://24hstore.vn/images/products/2021/10/15/original/xiaomi-mi-11-lite-5g-yellow.jpg', 'https://24hstore.vn/images/products/2021/10/15/original/xiaomi-mi-11-lite-5g-black.jpg', 'https://24hstore.vn/images/products/2021/10/15/original/xiaomi-mi-11-lite-5g-green.jpg'}",,10.490.000đ,Xiaomi Mi 11 Lite 5G Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-mi-11-lite-5g-hang-cong-ty-p5985,0,0 đánh giá,Xiaomi,"Android 11, MIUI 12",2021,,160.5 x 75.7 x 6.8 mm,,,,AMOLED,6.55 inches 1080 x 2400 pixel,microSDXC,Snapdragon 780G,Adreno 642,64 MP + 8 MP + 5 MP,20 MP,,"4K@30fps, 1080p@30/60/120fps; gyro-EIS","Đen,Xanh Lá,Vàng"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-512gb-hong.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-512gb-trang.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-512gb-xanh-la.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-512gb-xanh.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-512gb-den.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-512gb-do.jpg'}",512 GB,21.990.000đ,iPhone 13 Mini 512GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-mini/iphone-13-mini-512gb-p5910,0,0 đánh giá,iPhone (Apple),iOS 15,2021,131.5 x 64.2 x 7.7 mm 5.18 x 2.53 x 0.30 in,"Trắng, Đen, Xanh, Hồng, Đỏ","Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,5.4 inch chiếm khoảng 85.1% thân máy,"1080 x 2340 pixels, 19.59",476 ppi,4GB,256GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"12 MP, f/1.6, wide, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.4, 120˚, 13mm ultrawide","Hồng,Đen,Xanh,Trắng,Đỏ,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/02/22/original/xiaomi-redmi-note-11-pro-blue.jpg', 'https://24hstore.vn/images/products/2022/02/22/original/xiaomi-redmi-note-11-pro-gray.jpg'}",,7.490.000đ,Xiaomi Redmi Note 11 Pro,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-11-pro-p6010,0,0 đánh giá,Xiaomi,Android 11,2021,Dày 8.3 mm,AMOLED,Kính cường lực Corning Gorilla Glass 5,,,6.67 inch - Tần số quét 120 Hz,Full HD+ 1080 x 2400 Pixels,MediaTek Dimensity 920 5G 8 nhân,Mali-G68 MC4,2 nhân 2.5 GHz & 6 nhân 2 GHz,,"Chính 108 MP & Phụ 8 MP, 2 MP",,,"Xám,Xanh Nhạt"
"{'https://24hstore.vn/images/products/2021/10/16/original/xiaomi-11t-pro-5g-white.jpg', 'https://24hstore.vn/images/products/2021/10/16/original/xiaomi-11t-pro-5g-grey.jpg', 'https://24hstore.vn/images/products/2021/10/16/original/xiaomi-11t-pro-5g-blue.jpg'}",,14.990.000đ,Xiaomi 11T Pro 5G,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-11t-pro-5g-hang-cong-ty-p5988,0,0 đánh giá,Xiaomi,Android 11,2021,AMOLED,Kính cường lực Corning Gorilla Glass Victus,6.67 inch,,,Full HD+ 1080 x 2400 Pixels,Snapdragon 888 8 nhân,Adreno 660,"1 nhân 2.84 GHz, 3 nhân 2.42 GHz & 4 nhân 1.8 GHz","Chính 108 MP & Phụ 8 MP, 5 MP",,16 MP,,"4K 2160p@60fps, 8K 4320p@30fps, 4K 2160p@30fps, HD 720p@30fps, FullHD 1080p@60fps, FullHD 1080p@30fps","Xanh Nhạt,Trắng,Xám"
"{'https://24hstore.vn/images/products/2021/04/12/original/xiaomi-redmi-note-10-pro_1618226233_1.jpg', 'https://24hstore.vn/images/products/2021/04/13/original/redmi-note-10-pro-gray_1618298231_1.jpg', 'https://24hstore.vn/images/products/2021/04/12/original/xiaomi-redmi-note-10-pro-gold_1618226234_1.jpg'}",,6.990.000đ,Xiaomi Redmi Note 10 Pro Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-10-pro-hang-cong-ty-p5787,5,1 đánh giá,Xiaomi,"Android 11, MIUI 12",2021,164.5 x 76.2 x 8.1 mm,"Super AMOLED, 120Hz, HDR10, nits",Corning Gorilla Glass 5,"6.67 inches, 107.4 cm2",1080 x 2400 pixels,395 ppi,6/8 GB,64/128GB,microSDXC,,Qualcomm SM7150 Snapdragon 732G 8 nm,Adreno 618,,,"Xám,Xanh Nhạt,Vàng Đồng"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-256gb-den.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-256gb-xanh.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-256gb-trang.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-256gb-do_1655866907_1.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-256gb-xanh-la.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-256gb-hong.jpg'}",256 GB,18.990.000đ,iPhone 13 Mini 256GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-mini/iphone-13-mini-256gb-p5909,5,1 đánh giá,iPhone (Apple),iOS 15,2021,131.5 x 64.2 x 7.7 mm 5.18 x 2.53 x 0.30 in,"Trắng, Đen, Xanh, Hồng, Đỏ","Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,5.4 inch chiếm khoảng 85.1% thân máy,"1080 x 2340 pixels, 19.59",476 ppi,4GB,256GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"12 MP, f/1.6, wide, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.4, 120˚, 13mm ultrawide","Hồng,Đỏ,Xanh,Đen,Trắng,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-256gb-xanh-la.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-256gb-tim.jpg', 'https://24hstore.vn/images/products/2022/03/26/original/iphone-12-green_1.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-256gb-den.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-256gb-xanh-navy.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-256gb-trang.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-256gb-do.jpg'}",256 GB,19.990.000đ,iPhone 12 256GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-12/iphone-12-256gb-p5414,4.5,2 đánh giá,iPhone (Apple),iOS 14,2020,146.7 x 71.5 x 7.4 mm 5.78 x 2.81 x 0.29 in,"Đen, Trắng, Đỏ, Xanh Lá, Xanh Navy","Super Retina XDR OLED, HDR10, 625 nits đến 1200 nits",Gorilla Glass,"6.1 inches, 90.2 cm2 chiếm khoảng 86.0% thân máy","1170 x 2532 pixels, 19.59",460 ppi,4GB,256GB,Không,Apple A14 Bionic 5nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4","Đỏ,Xanh Navy,Xanh Lá,Trắng,Đen"
"{'https://24hstore.vn/images/products/2022/06/24/original/iPhone-12-chinh-hang-gia-re.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (3).jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (4).jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (5).jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (1).jpg', 'https://24hstore.vn/images/products/2022/03/25/original/3.png', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (2).jpg'}",64 GB,15.590.000đ,iPhone 12 64GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-12/iphone-12-p5139,4.8,30 đánh giá,iPhone (Apple),iOS 14,2020,146.7 x 71.5 x 7.4 mm 5.78 x 2.81 x 0.29 in,"Đen, Trắng, Đỏ, Xanh Lá, Xanh Navy","Super Retina XDR OLED, HDR10, 625 nits đến 1200 nits",Gorilla Glass,"6.1 inches, 90.2 cm2 chiếm khoảng 86.0% thân máy","1170 x 2532 pixels, 19.59",460 ppi,4GB,64GB,Không,Apple A14 Bionic 5nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4","Đỏ,Xanh Navy,Xanh Lá,Trắng,Đen,Tím"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-128gb-den.jpg', 'https://24hstore.vn/images/products/2022/01/07/original/iPhone-13-mini-pink-600.600.jpg', 'https://24hstore.vn/images/products/2022/03/26/original/iphone-13-mini-pink-1.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-128gb-do.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-128gb-xanh.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-128gb-trang.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-128gb-xanh-la.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-mini-128gb-hong.jpg'}",128 GB,16.990.000đ,iPhone 13 Mini 128GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-mini/iphone-13-mini-p5859,5,1 đánh giá,iPhone (Apple),iOS 15,2021,131.5 x 64.2 x 7.7 mm 5.18 x 2.53 x 0.30 in,"Trắng, Đen, Xanh, Hồng, Đỏ","Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,5.4 inch chiếm khoảng 85.1% thân máy,"1080 x 2340 pixels, 19.59",476 ppi,4GB,128GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"12 MP, f/1.6, wide, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.4, 120˚, 13mm ultrawide","Xanh,Đen,Hồng,Đỏ,Trắng,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-gold (2).jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-graphite.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-blue.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-silver.jpg'}",256 GB,25.990.000đ,iPhone 13 Pro 256GB Cũ chính hãng,1900.0351,https://24hstore.vn/apple-iphone-13-pro-cu/iphone-13-pro-256gb-cu-p6326,5,2 đánh giá,iPhone (Apple),iOS 15,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits typ, 1200 nits peak",Gorilla Glass,6.1 inch chiếm khoảng 86.0% thân máy,"1170 x 2532 pixels, 19.59",460 ppi,6GB,,256GB,Apple A15 Bionic 5 nm 6 nhân,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 120˚, 13mm ultrawide, PDAF",,"12 MP, f/2.2, 23mm wide, 1/3.6",,"4K@24/30/60fps, 1080p@30/60/120/240fps, 10‑bit HDR, Dolby Vision HDR up to 60fps, ProRes, Cinematic mode, stereo sound rec.","Than Chì,Xanh,Bạc"
"{'https://24hstore.vn/images/products/2021/10/15/original/xiaomi-11t-blue.jpg', 'https://24hstore.vn/images/products/2021/10/15/original/xiaomi-11t-grey.jpg', 'https://24hstore.vn/images/products/2021/10/15/original/xiaomi-11t-white.jpg'}",,10.990.000đ,Xiaomi 11T 5G Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-11t-5g-hang-cong-ty-p5987,0,0 đánh giá,Xiaomi,"Android 11, MIUI 12.5",2021,,164.1 x 76.9 x 8.8 mm,AMOLED,,,6.67 inches,1080 x 2400 pixels FullHD+,8 nhân 1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585,Adreno 650,"Camera góc rộng 108MP, f/1.75 Camera góc siêu rộng 8MP ultra-wide, 120° FOV f/2.2, Camera cận cảnh 5 MP, f/2.4 AF 3cm-7cm",,"16MP, f/2.45",,"4K@30fps, 1080p@30/60fps, 720p@30fps","Xanh Nhạt,Trắng,Xám"
"{'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-graphite_1611903816_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-gold_1611903816_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-silver_1611903816_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-blue_1611903816_1.jpg'}",256 GB,21.090.000đ,iPhone 12 Pro Max 256GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-max-cu/iphone-12-pro-max-256gb-cu-p5680,5,2 đánh giá,iPhone (Apple),iOS 14,2020,160.8 x 78.1 x 7.4 mm 6.33 x 3.07 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.7 inches, 109.8 cm2 chiếm khoảng 87.4% thân máy","1284 x 2778 pixels, 19.59",458 ppi,6GB,256GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.2, quét độ sâu TOF 3D LiDAR scanner",Xanh
"{'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-blue_1611903970_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-graphite_1611903970_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-gold_1611903970_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-silver_1611903970_1.jpg'}",512 GB,25.490.000đ,iPhone 12 Pro Max 512GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-max-cu/iphone-12-pro-max-512gb-cu-p5679,0,0 đánh giá,iPhone (Apple),iOS 14,2020,160.8 x 78.1 x 7.4 mm 6.33 x 3.07 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.7 inches, 109.8 cm2 chiếm khoảng 87.4% thân máy","1284 x 2778 pixels, 19.59",458 ppi,6GB,512GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.2, quét độ sâu TOF 3D LiDAR scanner","Vàng Đồng,Than Chì,Xanh,Bạc"
"{'https://24hstore.vn/images/products/2021/03/16/original/iPhone-12-pro-max-chinh-hang-gia-re.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-gold.jpg', 'https://24hstore.vn/images/products/2022/03/28/original/iP-12-Pro-max-2.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-graphite.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-blue.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-silver.jpg'}",128 GB,19.490.000đ,iPhone 12 Pro Max 128GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-max-cu/iphone-12-pro-max-cu-p5681,5,1 đánh giá,iPhone (Apple),iOS 14,2020,160.8 x 78.1 x 7.4 mm 6.33 x 3.07 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.7 inches, 109.8 cm2 chiếm khoảng 87.4% thân máy","1284 x 2778 pixels, 19.59",458 ppi,6GB,128GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.2, quét độ sâu TOF 3D LiDAR scanner","Bạc,Than Chì,Xanh,Vàng Đồng"
